,company_name,address,tel,mech
137,บริษัท ศรีพรภิภัทร จำกัด,92/2-4 หมู่ 12 ถ.เพชรเกษม ต.อ้อมน้อย อ.กระทุ่มแบน จ.สมุทรสาคร 74130,"02-812-8841-2, 02-812-8858-9",มี
138,หจก. กษิดิ์เดช เทรดดิ้ง,30/6-30/7 หมู่ 5 ถ.แคราย-วัดศรีนวล ต.แคราย อ.กระทุ่มแบน จ.สมุทรสาคร 74110,034-866734,มี
139,บริษัท ธนาสร แอนด์ ธีรวัฒน์ ฮาร์ดแวร์ จำกัด,33/80 หมู่ 10 ถ.พุทธมณฑลสาย 4 ต.อ้อมน้อย อ.กระทุ่มแบน จ.สมุทรสาคร 74130,02-813-0075-6,มี
140,ร้าน สุพรรณฮาร์ดแวร์ เอสพี แมชชีนเนอรี่,178/1 ถ.ประชานฤมิตร แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800,"02-585-4101, 02-587-2670",มี
141,บริษัท เอสเคซี โฮม เซ็นเตอร์ จำกัด,"144,146,148,150,152,154,156 ถ.ประชานฤมิตร แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800",,มี
142,บริษัท ต.ยิ่งเจริญ 1991 จำกัด,427/30-32 ถ.ประชาราษฎร์ 2 แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800,02-5874157,มี
143,หจก. ไต่เส็งเฟอร์นิเจอร์,75/1-5 ซอยประชานฤมิตร ถ.ประชาราษฎร์สาย1 แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800,586-7852,ไม่มี
144,หจก. ต.ยิ่งเจริญซัพพลาย,1126-8 ถ.กรุงเทพ-นนทบุรี แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800,"911-4068, 585-3595",ไม่มี
145,บริษัท สุวิทย์การค้า (บางโพ) จำกัด,12 ถ.ประชานฤมิตร  แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800,02-5855891,ไม่มี
146,บริษัท ไต่เส็งวู้ดแลนด์ จำกัด,39 ซ.ไสวสุวรรณ แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800,02-585-9610-1,ไม่มี
147,บริษัท บางโพ ออลล์ ฮาร์ดแวร์ จำกัด,9 ถ.ประชานฤมิตร  แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800,02-587-1701,ไม่มี
148,บริษัท จ.จิรัฐิการ จำกัด,61 ซ.อินทามระ 22 ถ.สุทธิสารวินิจฉัย แขวงรัชดาภิเษก เขตดินแดง กรุงเทพมหานคร 10400,02-277-0082,ไม่มี
149,บริษัท นำชัยค้าวัสดุภัณฑ์ จำกัด,196 ถ.เฉลิมพระเกียรติ ร.9 แขวงหนองบอน เขตประเวศ กรุงเทพมหานคร 10250,02-361-5874,ไม่มี
150,จ.จิรัฐิการ,65 ซ.อินทามระ 22 ถ.สุทธิสารวินิจฉัย แขวงรัชดาภิเษก เขตดินแดง กรุงเทพมหานคร 10400,02-691-9825,ไม่มี
151,บริษัท สุพรรณ วู้ดแลนด์ จำกัด,323 ถ.ประชานฤมิตร แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800,02-585-4101,ไม่มี
152,บริษัท เจริญสิทธิภัณฑ์ฮาร์ดแวร์ จำกัด,1372 ถ.กรุงเทพ-นนทบุรี แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800,02-911-5632,มี
153,หสน. เอกไทยพาณิชย์,83 ถ.พระราม 4 แขวงป้อมปราบ เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100,221-5785,ไม่มี
154,บริษัท จิระธนสุวรรณ จำกัด,978 ถนนกรุงเกษม แขวงวัดโสมนัส เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100,"02-282-0390, 02-282-0361",มี
155,หจก. แสงสยามฮาร์ดแวร์,954 ถ.อุดมสุข แขวงบางนาเหนือ เขตบางนา กรุงเทพมหานคร 10260,02-748-8836,ไม่มี
156,บริษัท คัลเลอร์ โฮม จำกัด,"806,808 ถ.ลาซาล แขวงบางนาใต้ เขตบางนา กรุงเทพมหานคร 10260",02-7487038-39,มี
157,หจก. ไทยร่วมกิจค้าไม้,548/3-4-5 ซอยไสวสุวรรณ ถ.กรุงเทพ-นนทบุรี แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800,"02-5850580, 5867915",ไม่มี
158,บริษัท ธนูทัยคาร์เพนท์เซนเตอร์ (1992) จำกัด,1532-1532/1 ถ.กรุงเทพ-นนทบุรี แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800,02-585-9884,ไม่มี
159,บริษัท วสันต์ ดิสทริบิวชั่น จำกัด,104 ถ.ประชานฤมิตร แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800,02-585-4255,ไม่มี
160,บริษัท รุ่งสมบัติ (2528) จำกัด,572 ถ.ประชาราษฎร์ สาย 1 แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800,"587-3571, 585-2574",ไม่มี
161,ร้าน ส.สิริวัสดุภัณฑ์,109 หมู่ที่ 6 ถ.อ่อนนุช แขวงประเวศ เขตประเวศ กรุงเทพมหานคร 10250,,มี
162,บริษัท เจ.เค.พี. เอนจิเนียริ่ง จำกัด,89/82 หมู่ที่ 1 ถ.สุคนธสวัสดิ์ แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,,ไม่มี
163,หจก. เอกชัยฮาร์ดแวร์,1783/28 ถ.ลาดพร้าว แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310,02-513-0840,ไม่มี
164,ไพรเปรมสุข,198 ถ.เฉลิมพระเกียรติ ร.9  แขวงหนองบอน เขตประเวศ กรุงเทพมหานคร 10250,02-398-2086,มี
165,บริษัท ทรัพย์วัฒนา ซัพพลายส์ จำกัด,35 ม.5 ถ.ตลิ่งชัน-สุพรรณบุรี ต.ละหาร อ.บางบัวทอง จ.นนทบุรี 11110,02-9182613-4,มี
166,บ้านสวยคัลเลอร์,84/1 หมู่ที่ 3 ถ.บางกรวย-ไทรน้อย ต.บางบัวทอง อ.บางบัวทอง จ.นนทบุรี 11110,02-922-6173,มี
167,หจก. เก้ากุล,55-55/1 หมู่ที่ 14 ถ.กาญจนาภิเษก ต.บางม่วง อ.บางใหญ่ จ.นนทบุรี 11140,02-403-3418,มี
168,มงคลโลหะไฟฟ้า,339/24 หมู่ที่ 3 ถ.บางกรวย-ไทรน้อย ต.บางรักพัฒนา อ.บางบัวทอง จ.นนทบุรี 11110,02-920-6075,มี
169,บริษัท วินน์ พีค อินเตอร์เนชั่นแนล จำกัด,99/1 หมู่ที่ 3 ต.บางขุนกอง อ.บางกรวย จ.นนทบุรี 11130,02-422-2619,มี
170,บริษัท เค.ที.ค้าไม้ จำกัด,59/5 หมู่ที่ 6 ซ.วัดลาดปลาดุก ถ.ตลิ่งชัน-สุพรรณบุรี ต.บางคูรัด อ.บางบัวทอง จ.นนทบุรี 11110,02-9789971-2,มี
171,บริษัท เอส.บี.เค คอนสตรัคชั่น (1994) จำกัด,33/3 หมู่ที่ 8 ต.ไทรน้อย อ.ไทรน้อย จ.นนทบุรี 11150,"02-006-6812, 02-000-4756",ไม่มี
172,บริษัท มนทกานต์ศูนย์รวมบ้านเพื่อที่อยู่อาศัย จำกัด,99/15 หมู่ที่ 4 ต.บางบัวทอง อ.บางบัวทอง จ.นนทบุรี 11110,02-053-9814,ไม่มี
